accession	accession_version	strain	date	region	country	division	location	length	host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
HM470120	HM470120.1	HM470120	1980-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470121	HM470121.1	HM470121	1980-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470122	HM470122.1	HM470122	1994-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470123	HM470123.1	HM470123	1994-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470124	HM470124.1	HM470124	1994-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470125	HM470125.1	HM470125	1994-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470126	HM470126.1	HM470126	1994-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-18	2016-07-25		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.,Nunes,M.R.T.,Casseb,S.M.M.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470127	HM470127.1	HM470127	1996-XX-XX	South America	Brazil			721	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470128	HM470128.1	HM470128	1996-XX-XX	South America	Brazil			721	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470129	HM470129.1	HM470129	1996-XX-XX	South America	Brazil			721	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470130	HM470130.1	HM470130	1996-XX-XX	South America	Brazil			721	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470131	HM470131.1	HM470131	1996-XX-XX	South America	Brazil			721	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470132	HM470132.1	HM470132	1996-XX-XX	South America	Brazil			721	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470133	HM470133.1	HM470133	2006-XX-XX	South America	Brazil			754	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470134	HM470134.1	HM470134	2006-XX-XX	South America	Brazil			754	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470135	HM470135.1	HM470135	2006-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470136	HM470136.1	HM470136	2006-XX-XX	South America	Brazil			754	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470137	HM470137.1	HM470137	2006-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-18	2016-07-25		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.,Nunes,M.R.T.,Casseb,S.M.M.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470138	HM470138.1	HM470138	2006-XX-XX	South America	Brazil			754	Homo sapiens	2011-06-30	2011-06-30		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470139	HM470139.1	HM470139	1990-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470140	HM470140.1	HM470140	1991-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470141	HM470141.1	HM470141	1991-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HM470142	HM470142.1	HM470142	1991-XX-XX	South America	Brazil			693	Homo sapiens	2011-06-30	2016-07-25		Vasconcelos,P.F.C.,Vasconcelos,H.B.,Nunes,M.R.T.,Casseb,S.M.M.,Carvalho,V.L.,Silva,E.V.P.,Silva,M.O.,Casseb,L.M.N.	Vasconcelos et al.	Evandro Chagas Institute, Department of Arbovirology and Hemorrhagic Fevers
HQ830443	HQ830443.1	AR136921	1968-XX-XX					696	Culex quinquefasciatus	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830444	HQ830444.1	H244576	1973-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830445	HQ830445.1	H271078	1975-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830446	HQ830446.1	H355186	1978-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830447	HQ830447.1	H356898	1978-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830448	HQ830448.1	AR366927	1979-XX-XX					696	Culicoides paraensis	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830449	HQ830449.1	H366781	1979-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830450	HQ830450.1	H384192	1980-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830451	HQ830451.1	H384193	1980-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830452	HQ830452.1	H385591	1980-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830453	HQ830453.1	H389865	1980-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830454	HQ830454.1	H390242	XXXX-XX-XX					696		2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830455	HQ830455.1	H472433	1988-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830456	HQ830456.1	H472435	1988-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830457	HQ830457.1	H498913	1990-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830458	HQ830458.1	H505764	1991-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830459	HQ830459.1	H505768	1991-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830460	HQ830460.1	H505805	1991-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830461	HQ830461.1	H532314	1994-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830462	HQ830462.1	H532422	1994-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830463	HQ830463.1	H532490	1994-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830464	HQ830464.1	H532500	1994-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830465	HQ830465.1	H543091	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830466	HQ830466.1	H543100	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830467	HQ830467.1	H543629	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830468	HQ830468.1	H543638	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830469	HQ830469.1	H543639	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830470	HQ830470.1	H543760	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830471	HQ830471.1	H543857	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830472	HQ830472.1	H543880	1996-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830473	HQ830473.1	H706890	2006-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830474	HQ830474.1	H706893	2006-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830475	HQ830475.1	H708139	2006-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830476	HQ830476.1	H707157	2006-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830477	HQ830477.1	H708717	2006-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830478	HQ830478.1	H758687	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830479	HQ830479.1	H758669	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830480	HQ830480.1	H759525	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830481	HQ830481.1	H759541	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830482	HQ830482.1	H759531	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830483	HQ830483.1	H75955	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830484	HQ830484.1	H759038	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830485	HQ830485.1	H759562	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830486	HQ830486.1	H759018	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830487	HQ830487.1	H759023	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
HQ830488	HQ830488.1	H759041	2009-XX-XX					696	Homo sapiens	2011-06-08	2011-06-08		Vasconcelos,H.B.,Nunes,M.R.,Casseb,L.M.,Carvalho,V.L.,Pinto da Silva,E.V.,Silva,M.,Casseb,S.M.,Vasconcelos,P.F.,Vasconcelos,P.F.C.	Vasconcelos et al.	Evandro Chagas Institute, Arbovirology and Hemorrhagic Fevers
